_id,assistents,date,location,organizer,period,title
6088de5fac67911a820f264d,"[{""register"":""2020-10-15  11:55:12"",""assistent"":{""$oid"":""607c8fa9d8f88a43045438ec""}}]","[""2020-10-15""]",Conferencia en linea,6088c9eaac67911a820f2649,607c82b0d8f88a43045435d3,Retos de las Masculinidades Modernas
